mkdir: cannot create directory `/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc': File exists
                                             #    0.04  stalled cycles per insn  (27.68%)
S0       16              29124 cs                                                            (100.00%)
S0       16                359 migrations                                                    (100.00%)
S0       16              48574 faults                                                      
S0       16        37602799612 bus-cycles                                                    (31.29%)
S0       16       545377715685 idle-cycles-frontend      #  1175.37% frontend cycles idle     (34.69%)
S0       16       355008023896 idle-cycles-backend       #  765.09% backend  cycles idle     (37.86%)
S0       16       151081990679 L1-dcache-loads                                               (37.60%)
S0       16         4019806810 L1-dcache-load-misses     #   47.07% of all L1-dcache hits    (23.14%)
S0       16        72734365586 L1-dcache-stores                                              (20.40%)
S0       16         2353326697 L1-dcache-store-misses                                        (17.50%)
S0       16         2019373644 L1-dcache-prefetch-misses                                     (15.51%)
S0       16         3433864597 L1-icache-load-misses                                         (14.18%)
S0       16         2504538197 LLC-loads                                                     (13.69%)
S0       16          588749079 LLC-stores                                                    (13.29%)
S0       16         1118620194 LLC-prefetches                                                (7.69%)
S0       16       268771431276 dTLB-loads                                                    (11.35%)
S0       16         1144994593 dTLB-load-misses          #    8.46% of all dTLB cache hits   (14.42%)
S0       16       106403876951 dTLB-stores                                                   (14.79%)
S0       16           69349461 dTLB-store-misses                                             (14.61%)
S0       16          388407621 iTLB-loads                                                    (14.62%)
S0       16           21495862 iTLB-load-misses          #  116.89% of all iTLB cache hits   (13.45%)
S0       16        98020694969 branch-loads                                                  (13.34%)
S0       16         1712774923 branch-load-misses                                            (12.52%)
S1       16         2209075680 cache-misses                                                  (15.39%)
S1       16       988268082634 cycles                    #    0.000 GHz                      (21.90%)
S1       16       930299491515 instructions              #    0.00  insns per cycle          (28.73%)
S1       16              18812 cs                                                            (100.00%)
S1       16                816 migrations                                                    (100.00%)
S1       16              43781 faults                                                      
S1       16        35127372018 bus-cycles                                                    (32.92%)
S1       16       549852333967 idle-cycles-frontend      #    0.00% frontend cycles idle     (36.93%)
S1       16       313855322940 idle-cycles-backend       #    0.00% backend  cycles idle     (40.09%)
S1       16       185448926630 L1-dcache-loads                                               (40.04%)
S1       16         5419877299 L1-dcache-load-misses                                         (23.66%)
S1       16        98504559952 L1-dcache-stores                                              (19.66%)
S1       16         3500391550 L1-dcache-store-misses                                        (16.82%)
S1       16         3030682966 L1-dcache-prefetch-misses                                     (14.51%)
S1       16         3420290501 L1-icache-load-misses                                         (13.45%)
S1       16         3335155548 LLC-loads                                                     (13.60%)
S1       16         1059549370 LLC-stores                                                    (13.63%)
S1       16         1231933298 LLC-prefetches                                                (6.79%)
S1       16       355644698535 dTLB-loads                                                    (10.28%)
S1       16          885547191 dTLB-load-misses                                              (13.74%)
S1       16       143702992908 dTLB-stores                                                   (13.29%)
S1       16           24363553 dTLB-store-misses                                             (13.46%)
S1       16          537374772 iTLB-loads                                                    (13.26%)
S1       16           72318283 iTLB-load-misses                                              (12.87%)
S1       16       124971880245 branch-loads                                                  (13.03%)
S1       16         2160581379 branch-load-misses                                            (12.82%)
S2       16         1442829695 cache-misses                                                  (16.57%)
S2       16      1017929175836 cycles                    #    0.000 GHz                      (21.28%)
S2       16       873851006050 instructions              #    0.00  insns per cycle          (26.29%)
S2       16              32640 cs                                                            (100.00%)
S2       16                189 migrations                                                    (100.00%)
S2       16              47558 faults                                                      
S2       16        42333586712 bus-cycles                                                    (27.43%)
S2       16       683926361700 idle-cycles-frontend      #    0.00% frontend cycles idle     (28.26%)
S2       16       458989049009 idle-cycles-backend       #    0.00% backend  cycles idle     (28.94%)
S2       16       209176279967 L1-dcache-loads                                               (28.94%)
S2       16         4764068637 L1-dcache-load-misses                                         (19.83%)
S2       16        85867858388 L1-dcache-stores                                              (18.46%)
S2       16         2343009807 L1-dcache-store-misses                                        (18.09%)
S2       16         1978506321 L1-dcache-prefetch-misses                                     (17.50%)
S2       16         2358864591 L1-icache-load-misses                                         (16.87%)
S2       16         2008449161 LLC-loads                                                     (16.95%)
S2       16          352936858 LLC-stores                                                    (17.31%)
S2       16          737538270 LLC-prefetches                                                (9.66%)
S2       16       240333459304 dTLB-loads                                                    (13.45%)
S2       16          634539093 dTLB-load-misses                                              (16.83%)
S2       16        99698899780 dTLB-stores                                                   (16.46%)
S2       16           55861034 dTLB-store-misses                                             (15.76%)
S2       16          249656764 iTLB-loads                                                    (15.66%)
S2       16           74698797 iTLB-load-misses                                              (16.18%)
S2       16        91520496042 branch-loads                                                  (15.42%)
S2       16         1604461498 branch-load-misses                                            (15.06%)
S3       16           20072285 cache-misses                                                  (15.11%)
S3       16         7439325119 cycles                    #    0.000 GHz                      (22.02%)
S3       16         3438232909 instructions              #    0.00  insns per cycle          (26.93%)
S3       16              25383 cs                                                            (100.00%)
S3       16                403 migrations                                                    (100.00%)
S3       16               8689 faults                                                      
S3       16          554765475 bus-cycles                                                    (28.12%)
S3       16        11222491132 idle-cycles-frontend      #    0.00% frontend cycles idle     (28.48%)
S3       16        10409039235 idle-cycles-backend       #    0.00% backend  cycles idle     (28.26%)
S3       16          841160630 L1-dcache-loads                                               (28.24%)
S3       16           82340110 L1-dcache-load-misses                                         (17.73%)
S3       16          572116455 L1-dcache-stores                                              (16.95%)
S3       16           13920358 L1-dcache-store-misses                                        (16.65%)
S3       16           49151863 L1-dcache-prefetch-misses                                     (15.57%)
S3       16           74100142 L1-icache-load-misses                                         (16.73%)
S3       16           74126012 LLC-loads                                                     (16.64%)
S3       16            9195883 LLC-stores                                                    (18.24%)
S3       16           22835734 LLC-prefetches                                                (10.63%)
S3       16         1080446129 dTLB-loads                                                    (14.36%)
S3       16           28640759 dTLB-load-misses                                              (18.22%)
S3       16          660221487 dTLB-stores                                                   (17.65%)
S3       16            3569201 dTLB-store-misses                                             (16.83%)
S3       16            1559185 iTLB-loads                                                    (16.75%)
S3       16            1569605 iTLB-load-misses                                              (16.09%)
S3       16          776348132 branch-loads                                                  (15.57%)
S3       16           20481951 branch-load-misses                                            (15.72%)

      41.075806914 seconds time elapsed

#################################################################
# Test multi-threading - 64 threads - T6
#################################################################

2016/9/30 19:21:26 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/30 19:21:26 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t64.sam']
2016/9/30 19:21:26 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/30 19:23:20 -- [SE::Mapping Sequences]
2016/9/30 19:23:33 -- # 100000 sequences processed
2016/9/30 19:23:34 -- # 200000 sequences processed
2016/9/30 19:23:34 -- # 300000 sequences processed
2016/9/30 19:23:34 -- # 400000 sequences processed
2016/9/30 19:23:34 -- # 500000 sequences processed
2016/9/30 19:23:34 -- # 600000 sequences processed
2016/9/30 19:23:34 -- # 700000 sequences processed
2016/9/30 19:23:34 -- # 800000 sequences processed
2016/9/30 19:23:34 -- # 900000 sequences processed
2016/9/30 19:23:34 -- # 1000000 sequences processed
2016/9/30 19:23:34 -- # 1100000 sequences processed
2016/9/30 19:23:34 -- # 1200000 sequences processed
2016/9/30 19:23:34 -- # 1300000 sequences processed
2016/9/30 19:23:34 -- # 1400000 sequences processed
2016/9/30 19:23:34 -- # 1500000 sequences processed
2016/9/30 19:23:34 -- # 1600000 sequences processed
2016/9/30 19:23:34 -- # 1700000 sequences processed
2016/9/30 19:23:34 -- # 1800000 sequences processed
2016/9/30 19:23:34 -- # 1900000 sequences processed
2016/9/30 19:23:34 -- # 2000000 sequences processed
2016/9/30 19:23:34 -- # 2100000 sequences processed
2016/9/30 19:23:34 -- # 2200000 sequences processed
2016/9/30 19:23:34 -- # 2300000 sequences processed
2016/9/30 19:23:34 -- # 2400000 sequences processed
2016/9/30 19:23:34 -- # 2500000 sequences processed
2016/9/30 19:23:34 -- # 2600000 sequences processed
2016/9/30 19:23:34 -- # 2700000 sequences processed
2016/9/30 19:23:34 -- # 2800000 sequences processed
2016/9/30 19:23:35 -- # 2900000 sequences processed
2016/9/30 19:23:35 -- # 3000000 sequences processed
2016/9/30 19:23:35 -- # 3100000 sequences processed
2016/9/30 19:23:35 -- # 3200000 sequences processed
2016/9/30 19:23:35 -- # 3300000 sequences processed
2016/9/30 19:23:35 -- # 3400000 sequences processed
2016/9/30 19:23:35 -- # 3500000 sequences processed
2016/9/30 19:23:35 -- # 3600000 sequences processed
2016/9/30 19:23:35 -- # 3700000 sequences processed
2016/9/30 19:23:35 -- # 3800000 sequences processed
2016/9/30 19:23:35 -- # 3900000 sequences processed
2016/9/30 19:23:35 -- # 4000000 sequences processed
2016/9/30 19:23:35 -- # 4100000 sequences processed
2016/9/30 19:23:35 -- # 4200000 sequences processed
2016/9/30 19:23:35 -- # 4300000 sequences processed
2016/9/30 19:23:35 -- # 4400000 sequences processed
2016/9/30 19:23:35 -- # 4500000 sequences processed
2016/9/30 19:23:35 -- # 4600000 sequences processed
2016/9/30 19:23:35 -- # 4700000 sequences processed
2016/9/30 19:23:35 -- # 4800000 sequences processed
2016/9/30 19:23:35 -- # 4900000 sequences processed
2016/9/30 19:23:35 -- # 5000000 sequences processed
2016/9/30 19:23:35 -- # 5100000 sequences processed
2016/9/30 19:23:35 -- # 5200000 sequences processed
2016/9/30 19:23:35 -- # 5300000 sequences processed
2016/9/30 19:23:35 -- # 5400000 sequences processed
2016/9/30 19:23:35 -- # 5500000 sequences processed
2016/9/30 19:23:36 -- # 5600000 sequences processed
2016/9/30 19:23:36 -- # 5700000 sequences processed
2016/9/30 19:23:36 -- # 5800000 sequences processed
2016/9/30 19:23:36 -- # 5900000 sequences processed
2016/9/30 19:23:37 -- # 6000000 sequences processed
2016/9/30 19:23:37 -- # 6100000 sequences processed
2016/9/30 19:23:38 -- # 6200000 sequences processed
2016/9/30 19:23:41 -- # 6300000 sequences processed
2016/9/30 19:23:42 -- # 6400000 sequences processed
2016/9/30 19:23:43 -- # 6500000 sequences processed
2016/9/30 19:23:43 -- # 6600000 sequences processed
2016/9/30 19:23:43 -- # 6700000 sequences processed
2016/9/30 19:23:43 -- # 6800000 sequences processed
2016/9/30 19:23:43 -- # 6900000 sequences processed
2016/9/30 19:23:43 -- # 7000000 sequences processed
2016/9/30 19:23:43 -- # 7100000 sequences processed
2016/9/30 19:23:43 -- # 7200000 sequences processed
2016/9/30 19:23:43 -- # 7300000 sequences processed
2016/9/30 19:23:43 -- # 7400000 sequences processed
2016/9/30 19:23:43 -- # 7500000 sequences processed
2016/9/30 19:23:43 -- # 7600000 sequences processed
2016/9/30 19:23:43 -- # 7700000 sequences processed
2016/9/30 19:23:43 -- # 7800000 sequences processed
2016/9/30 19:23:43 -- # 7900000 sequences processed
2016/9/30 19:23:43 -- # 8000000 sequences processed
2016/9/30 19:23:43 -- # 8100000 sequences processed
2016/9/30 19:23:43 -- # 8200000 sequences processed
2016/9/30 19:23:43 -- # 8300000 sequences processed
2016/9/30 19:23:43 -- # 8400000 sequences processed
2016/9/30 19:23:43 -- # 8500000 sequences processed
2016/9/30 19:23:43 -- # 8600000 sequences processed
2016/9/30 19:23:44 -- # 8700000 sequences processed
2016/9/30 19:23:44 -- # 8800000 sequences processed
2016/9/30 19:23:44 -- # 8900000 sequences processed
2016/9/30 19:23:44 -- # 9000000 sequences processed
2016/9/30 19:23:44 -- # 9100000 sequences processed
2016/9/30 19:23:44 -- # 9200000 sequences processed
2016/9/30 19:23:44 -- # 9300000 sequences processed
2016/9/30 19:23:44 -- # 9400000 sequences processed
2016/9/30 19:23:44 -- # 9500000 sequences processed
2016/9/30 19:23:44 -- # 9600000 sequences processed
2016/9/30 19:23:44 -- # 9700000 sequences processed
2016/9/30 19:23:44 -- # 9800000 sequences processed
2016/9/30 19:23:44 -- # 9900000 sequences processed
2016/9/30 19:23:44 -- # 10000000 sequences processed
2016/9/30 19:23:44 -- # 10100000 sequences processed
2016/9/30 19:23:44 -- # 10200000 sequences processed
2016/9/30 19:23:44 -- # 10300000 sequences processed
2016/9/30 19:23:44 -- # 10400000 sequences processed
2016/9/30 19:23:44 -- # 10500000 sequences processed
2016/9/30 19:23:44 -- # 10600000 sequences processed
2016/9/30 19:23:44 -- # 10700000 sequences processed
2016/9/30 19:23:44 -- # 10800000 sequences processed
2016/9/30 19:23:44 -- # 10900000 sequences processed
2016/9/30 19:23:44 -- # 11000000 sequences processed
2016/9/30 19:23:44 -- # 11100000 sequences processed
2016/9/30 19:23:44 -- # 11200000 sequences processed
2016/9/30 19:23:44 -- # 11300000 sequences processed
2016/9/30 19:23:44 -- # 11400000 sequences processed
2016/9/30 19:23:44 -- # 11500000 sequences processed
2016/9/30 19:23:44 -- # 11600000 sequences processed
2016/9/30 19:23:44 -- # 11700000 sequences processed
2016/9/30 19:23:45 -- # 11800000 sequences processed
2016/9/30 19:23:45 -- # 11900000 sequences processed
2016/9/30 19:23:45 -- Total 11945249 sequences processed... done
2016/9/30 19:23:45 -- [GEMMapper terminated successfully in 25s. (+113s. loading)]


 Performance counter stats for 'numactl --localalloc --physcpubind=0-63 bin/gem-mapper -t 64 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Localalloc/2595740.GEM-Localalloc.penguin.t64.sam':

S0       16         1643805837 cache-misses                                                  (16.36%)
S0       16      1027104993630 cycles                    #    0.000 GHz                      (20.65%)
S0       16      1059003100854 instructions              #   20.57  insns per cycle        
                                             #    0.04  stalled cycles per insn  (25.20%)
S0       16              32234 cs                                                            (100.00%)
S0       16                307 migrations                                                    (100.00%)
S0       16              44441 faults                                                      
S0       16        42801904495 bus-cycles                                                    (25.70%)
S0       16       934307961516 idle-cycles-frontend      #  1814.76% frontend cycles idle     (26.42%)
S0       16       661364923649 idle-cycles-backend       #  1284.61% backend  cycles idle     (27.22%)
S0       16       260942325295 L1-dcache-loads                                               (27.15%)
S0       16         6334638178 L1-dcache-load-misses     #   51.98% of all L1-dcache hits    (18.36%)
S0       16       124132388992 L1-dcache-stores                                              (18.19%)
S0       16         3003682120 L1-dcache-store-misses                                        (17.87%)
S0       16         2549673048 L1-dcache-prefetch-misses                                     (18.02%)
S0       16         1937351757 L1-icache-load-misses                                         (17.93%)
S0       16         2449587330 LLC-loads                                                     (17.62%)
S0       16          802346407 LLC-stores                                                    (17.47%)
S0       16          820664352 LLC-prefetches                                                (8.56%)
S0       16       276664492670 dTLB-loads                                                    (12.91%)
S0       16         1768891526 dTLB-load-misses          #   14.12% of all dTLB cache hits   (17.45%)
S0       16       130006487538 dTLB-stores                                                   (17.73%)
S0       16           75235672 dTLB-store-misses                                             (17.34%)
S0       16          157083724 iTLB-loads                                                    (17.02%)
S0       16           54232565 iTLB-load-misses          #  366.08% of all iTLB cache hits   (16.31%)
S0       16       124551089290 branch-loads                                                  (15.75%)
S0       16         1379379389 branch-load-misses                                            (15.89%)
S1       16         1173939421 cache-misses                                                  (16.28%)
S1       16       743860573755 cycles                    #    0.000 GHz                      (20.73%)
S1       16       724780397774 instructions              #    0.00  insns per cycle          (24.04%)
S1       16              24558 cs                                                            (100.00%)
S1       16                220 migrations                                                    (100.00%)
S1       16              53083 faults                                                      
S1       16        33013860580 bus-cycles                                                    (24.63%)
S1       16       536893005606 idle-cycles-frontend      #    0.00% frontend cycles idle     (24.90%)
S1       16       335953260352 idle-cycles-backend       #    0.00% backend  cycles idle     (25.55%)
S1       16       174567758409 L1-dcache-loads                                               (26.30%)
S1       16         4055589317 L1-dcache-load-misses                                         (17.75%)
S1       16        70943587997 L1-dcache-stores                                              (17.38%)
S1       16         1858204325 L1-dcache-store-misses                                        (17.58%)
S1       16         1499309315 L1-dcache-prefetch-misses                                     (18.04%)
S1       16         1802457820 L1-icache-load-misses                                         (17.23%)
S1       16         1457484181 LLC-loads                                                     (18.31%)
S1       16          303130170 LLC-stores                                                    (17.89%)
S1       16          590231505 LLC-prefetches                                                (9.50%)
S1       16       169150824046 dTLB-loads                                                    (14.35%)
S1       16          427406104 dTLB-load-misses                                              (18.74%)
S1       16        67538782963 dTLB-stores                                                   (18.47%)
S1       16           17584672 dTLB-store-misses                                             (18.40%)
S1       16          242241672 iTLB-loads                                                    (17.67%)
S1       16           38403826 iTLB-load-misses                                              (16.80%)
S1       16        66726814554 branch-loads                                                  (16.20%)
S1       16         1227857254 branch-load-misses                                            (15.45%)
S2       16         1200457733 cache-misses                                                  (17.07%)
S2       16       767478182849 cycles                    #    0.000 GHz                      (20.59%)
S2       16       670380234914 instructions              #    0.00  insns per cycle          (25.25%)
S2       16              39921 cs                                                            (100.00%)
S2       16               1209 migrations                                                    (100.00%)
S2       16              60400 faults                                                      
S2       16        33119568146 bus-cycles                                                    (24.68%)
S2       16       538127574253 idle-cycles-frontend      #    0.00% frontend cycles idle     (25.04%)
S2       16       353312105182 idle-cycles-backend       #    0.00% backend  cycles idle     (24.81%)
S2       16       167940581683 L1-dcache-loads                                               (25.44%)
S2       16         4169122163 L1-dcache-load-misses                                         (18.97%)
S2       16        67182025327 L1-dcache-stores                                              (18.48%)
S2       16         1852643841 L1-dcache-store-misses                                        (18.88%)
S2       16         1485934460 L1-dcache-prefetch-misses                                     (18.31%)
S2       16         2134271135 L1-icache-load-misses                                         (18.32%)
S2       16         1675609161 LLC-loads                                                     (17.67%)
S2       16          401934186 LLC-stores                                                    (17.82%)
S2       16          667986362 LLC-prefetches                                                (10.22%)
S2       16       174307879366 dTLB-loads                                                    (13.81%)
S2       16          799460601 dTLB-load-misses                                              (18.19%)
S2       16        69146623514 dTLB-stores                                                   (17.81%)
S2       16           62786932 dTLB-store-misses                                             (17.25%)
S2       16          337276167 iTLB-loads                                                    (17.20%)
S2       16           56773880 iTLB-load-misses                                              (16.47%)
S2       16        67103411942 branch-loads                                                  (16.14%)
S2       16         1176367898 branch-load-misses                                            (16.02%)
S3       16         1096268684 cache-misses                                                  (15.91%)
S3       16       756513118238 cycles                    #    0.000 GHz                      (20.12%)
S3       16       703089445400 instructions              #    0.00  insns per cycle          (24.56%)
S3       16              36590 cs                                                            (100.00%)
S3       16                437 migrations                                                    (100.00%)
S3       16              41298 faults                                                      
S3       16        32017761465 bus-cycles                                                    (25.55%)
S3       16       551007475623 idle-cycles-frontend      #    0.00% frontend cycles idle     (25.40%)
S3       16       376091168011 idle-cycles-backend       #    0.00% backend  cycles idle     (26.00%)
S3       16       176490083521 L1-dcache-loads                                               (26.27%)
S3       16         3903266902 L1-dcache-load-misses                                         (18.55%)
S3       16        68263990860 L1-dcache-stores                                              (18.30%)
S3       16         1774913518 L1-dcache-store-misses                                        (17.69%)
S3       16         1393507097 L1-dcache-prefetch-misses                                     (17.98%)
S3       16         1773350261 L1-icache-load-misses                                         (17.49%)
S3       16         1471481499 LLC-loads                                                     (18.05%)
S3       16          253070840 LLC-stores                                                    (19.22%)
S3       16          659804133 LLC-prefetches                                                (9.58%)
S3       16       181798043123 dTLB-loads                                                    (13.31%)
S3       16          497062285 dTLB-load-misses                                              (18.30%)
S3       16        75097573156 dTLB-stores                                                   (17.97%)
S3       16           60034811 dTLB-store-misses                                             (17.23%)
S3       16          211513904 iTLB-loads                                                    (16.67%)
S3       16           37048655 iTLB-load-misses                                              (16.27%)
S3       16        67402479574 branch-loads                                                  (15.87%)
S3       16         1228887133 branch-load-misses                                            (15.47%)

     138.838139406 seconds time elapsed

#################################################################
# Test multi-threading - 64 threads - T6
#################################################################
